ID,income_segment,age_segment
2486264,"High Income",Senior
9785099,"High Income",Adult
4939948,"High Income",Senior
8663513,"Medium Income",Senior
5120945,"Medium Income",Senior
5964698,"Low Income",Senior
2808274,"Low Income",Senior
16048222,"Medium Income",Adult
9909783,"Medium Income",Senior
5389417,"Medium Income",Senior
5519881,"High Income",Adult
7759232,"High Income",Senior
2527587,"Low Income",Adult
3306546,"Medium Income",Adult
13544614,"High Income",Senior
3551851,"High Income",Adult
4396221,"High Income",Adult
11629211,"Medium Income",Senior
597696,"High Income",Senior
12876655,"Medium Income",Senior
12648324,"High Income",Adult
179368,"High Income",Adult
3227605,"High Income",Senior
11753055,"High Income",Senior
2658597,"Medium Income",Senior
3042151,"Low Income",Adult
4857345,"Low Income",Adult
9793909,"Low Income",Senior
4943344,"Medium Income",Senior
16469817,"High Income",Adult
10753914,"Low Income",Senior
8025801,"Medium Income",Senior
14692163,"Medium Income",Adult
43960,"High Income",Senior
2954058,"High Income",Senior
13609542,"High Income",Senior
13047867,"Medium Income",Adult
9837839,"Low Income",Adult
9143194,"Low Income",Senior
4874039,"Medium Income",Senior
13271322,"High Income",Adult
12106,"Medium Income",Adult
4905944,"High Income",Adult
8821775,"Low Income",Adult
10143011,"Medium Income",Senior
4625891,"Low Income",Senior
10456102,"Medium Income",Senior
7683095,"Medium Income",Adult
14000057,"High Income",Adult
2291224,"Medium Income",Adult
5571135,"Low Income",Adult
6321515,"Medium Income",Adult
13105475,"High Income",Senior
690979,"High Income",Senior
4684150,"Medium Income",Senior
13419079,"Medium Income",Senior
12929247,"High Income",Adult
12948638,"Low Income",Senior
12246303,"Medium Income",Adult
1978580,"Medium Income",Adult
2702830,"Medium Income",Senior
7482382,"Low Income",Adult
12013387,"Medium Income",Senior
11787628,"Low Income",Adult
5280490,"High Income",Adult
15215210,"Low Income",Adult
13939774,"High Income",Senior
14594901,"Medium Income",Senior
3306885,"Low Income",Senior
10044384,"Medium Income",Senior
15274451,"Medium Income",Adult
9057875,"Low Income",Senior
8638427,"Low Income",Adult
9420995,"Medium Income",Senior
11734023,"Low Income",Senior
15054151,"High Income",Senior
9637125,"High Income",Senior
14691405,"Medium Income",Senior
11942042,"Medium Income",Adult
979191,"Low Income",Adult
1672969,"Low Income",Senior
14359718,"Medium Income",Senior
1027467,"Medium Income",Senior
3308141,"Medium Income",Senior
16503585,"Medium Income",Adult
7133632,"High Income",Senior
12091224,"High Income",Adult
4496551,"Medium Income",Senior
2525168,"Low Income",Senior
10805094,"Low Income",Senior
2206106,"Low Income",Adult
4994881,"High Income",Adult
14086991,"High Income",Senior
9110001,"Low Income",Senior
1582443,"Medium Income",Adult
6064791,"High Income",Senior
6222216,"Medium Income",Adult
14380127,"Low Income",Senior
4783044,"High Income",Senior
14087162,"High Income",Senior
9566279,"High Income",Adult
14603520,"Medium Income",Senior
16200285,"Low Income",Adult
4219995,"Medium Income",Adult
16070204,"Medium Income",Adult
462164,"High Income",Senior
4419539,"Low Income",Adult
8264470,"Medium Income",Adult
4078728,"Low Income",Senior
3483934,"Low Income",Senior
15461720,"Medium Income",Senior
15070692,"Medium Income",Adult
6720377,"High Income",Adult
7499533,"Low Income",Adult
9830737,"Medium Income",Senior
1695488,"High Income",Senior
274463,"Medium Income",Adult
6020206,"High Income",Senior
1445163,"High Income",Adult
14298953,"Low Income",Adult
9895945,"High Income",Senior
626726,"Medium Income",Adult
3583114,"High Income",Senior
3051599,"Medium Income",Senior
15417677,"Low Income",Adult
4258463,"High Income",Senior
2131518,"High Income",Senior
10710367,"Medium Income",Adult
16558229,"Medium Income",Senior
5354806,"High Income",Senior
4270802,"Medium Income",Senior
10426620,"High Income",Senior
13347928,"Medium Income",Senior
374414,"High Income",Senior
11845858,"Medium Income",Adult
244913,"Low Income",Senior
52883,"Low Income",Adult
15861733,"Low Income",Senior
15152768,"High Income",Senior
11655762,"High Income",Senior
3921201,"Medium Income",Adult
3341337,"Low Income",Adult
11971296,"Low Income",Adult
12348836,"Medium Income",Adult
11334013,"High Income",Senior
15760545,"Medium Income",Senior
2074563,"Medium Income",Senior
15273524,"High Income",Senior
1376346,"High Income",Senior
9668799,"High Income",Senior
12082139,"Low Income",Adult
8051055,"Medium Income",Senior
4812535,"Medium Income",Senior
7745021,"Medium Income",Senior
13944137,"Medium Income",Senior
308510,"High Income",Adult
5841437,"Medium Income",Adult
2916017,"Medium Income",Senior
2180017,"High Income",Adult
3141357,"High Income",Senior
6243455,"Low Income",Senior
286440,"High Income",Adult
14873839,"High Income",Senior
15317936,"High Income",Senior
16716565,"Medium Income",Adult
6091641,"Medium Income",Senior
15276484,"Medium Income",Senior
5048252,"Low Income",Adult
14544376,"Medium Income",Senior
7870643,"Low Income",Senior
3813372,"High Income",Senior
15257399,"High Income",Senior
6006899,"Low Income",Adult
9568703,"Medium Income",Senior
1170440,"High Income",Senior
10054387,"Medium Income",Adult
14758010,"High Income",Senior
2657821,"Medium Income",Senior
9449932,"High Income",Senior
11775190,"Medium Income",Adult
12860199,"Low Income",Senior
4603104,"Low Income",Adult
5280955,"Medium Income",Senior
4538782,"High Income",Senior
15754498,"High Income",Adult
6582409,"Medium Income",Adult
1580906,"Low Income",Senior
4963302,"High Income",Senior
4153698,"Medium Income",Senior
1065124,"Low Income",Senior
12136789,"High Income",Adult
12995356,"Low Income",Adult
3492967,"Medium Income",Adult
13713927,"Medium Income",Senior
6396468,"High Income",Adult
3328330,"Medium Income",Adult
6962269,"Medium Income",Adult
4760559,"Medium Income",Senior
14971012,"Medium Income",Adult
1349844,"High Income",Senior
14273406,"Low Income",Senior
4494087,"High Income",Senior
11697086,"Medium Income",Adult
9925919,"High Income",Senior
2423356,"Medium Income",Adult
9194018,"Medium Income",Senior
13330104,"Low Income",Adult
8958213,"Medium Income",Senior
14136101,"High Income",Senior
8435701,"Medium Income",Senior
15608549,"Medium Income",Senior
10906441,"Low Income",Senior
8156794,"High Income",Senior
12099954,"Medium Income",Senior
14123107,"Medium Income",Senior
7525818,"Medium Income",Senior
4289157,"High Income",Senior
3499467,"Medium Income",Adult
3475955,"Medium Income",Senior
12242478,"Low Income",Senior
11951707,"Medium Income",Senior
553271,"High Income",Adult
10592256,"Medium Income",Senior
9117128,"Low Income",Adult
11509357,"Low Income",Adult
4365702,"Medium Income",Senior
9954412,"Medium Income",Adult
9392736,"Medium Income",Adult
3891731,"Low Income",Senior
1088330,"High Income",Adult
9234688,"High Income",Adult
14956854,"High Income",Senior
11243626,"Low Income",Senior
12073394,"Medium Income",Adult
12163746,"Medium Income",Senior
6261118,"High Income",Senior
2661269,"Medium Income",Adult
15725173,"Medium Income",Senior
12840378,"Low Income",Adult
557403,"Low Income",Senior
2882207,"Low Income",Adult
7959974,"Medium Income",Senior
5828648,"Medium Income",Senior
14843712,"High Income",Senior
13722767,"Low Income",Senior
8282705,"Medium Income",Senior
11555899,"Low Income",Senior
13132451,"Low Income",Adult
10693752,"High Income",Senior
13992083,"Low Income",Adult
7175844,"Low Income",Senior
3262961,"High Income",Senior
2647250,"Medium Income",Senior
13230547,"Medium Income",Adult
16601689,"Medium Income",Senior
3737602,"Medium Income",Adult
8013428,"Low Income",Adult
3523624,"High Income",Senior
12873815,"Medium Income",Senior
11799817,"High Income",Senior
9221389,"Medium Income",Senior
4625878,"High Income",Senior
15607918,"High Income",Adult
4514074,"High Income",Senior
8973991,"Medium Income",Senior
10715458,"Low Income",Adult
8860973,"Medium Income",Senior
6399330,"High Income",Senior
1236024,"Medium Income",Adult
8019153,"High Income",Senior
3385787,"Low Income",Adult
5657265,"Low Income",Adult
6272488,"Low Income",Senior
9838434,"High Income",Senior
14898293,"High Income",Senior
7766578,"Low Income",Senior
11763232,"Low Income",Senior
9437355,"High Income",Senior
15199010,"Medium Income",Senior
6488377,"Low Income",Senior
15860066,"Low Income",Senior
645433,"High Income",Adult
6012397,"Medium Income",Senior
13770611,"High Income",Senior
8146187,"High Income",Senior
277706,"Low Income",Adult
10481494,"High Income",Senior
5134553,"Medium Income",Adult
7494011,"High Income",Senior
4645454,"High Income",Senior
5765947,"High Income",Senior
5073284,"High Income",Senior
9721922,"Medium Income",Senior
14217465,"Medium Income",Adult
10957522,"High Income",Senior
7976567,"Medium Income",Senior
10286244,"High Income",Senior
15476988,"Medium Income",Adult
14157464,"High Income",Senior
3801926,"High Income",Senior
16349079,"Medium Income",Senior
9071217,"Medium Income",Senior
8647543,"Medium Income",Senior
7849778,"High Income",Adult
15859253,"Medium Income",Senior
13397206,"High Income",Adult
303011,"High Income",Senior
11645658,"Low Income",Adult
7937463,"Medium Income",Senior
10136024,"Medium Income",Senior
7145065,"High Income",Senior
15062792,"Medium Income",Adult
4735802,"Low Income",Senior
5387875,"Medium Income",Senior
13430774,"Low Income",Adult
1392786,"Medium Income",Adult
6060247,"Low Income",Senior
17113,"Medium Income",Senior
5968670,"High Income",Adult
7413978,"Low Income",Adult
8685150,"Medium Income",Adult
1645803,"Medium Income",Senior
13709078,"Medium Income",Adult
1189426,"High Income",Senior
6326854,"High Income",Senior
2478063,"Low Income",Adult
16556703,"Low Income",Adult
15037943,"High Income",Senior
16540747,"High Income",Senior
7498971,"High Income",Senior
10268608,"High Income",Senior
14273943,"Medium Income",Senior
12431767,"Low Income",Senior
3722080,"High Income",Adult
3037398,"Low Income",Adult
14367723,"Low Income",Adult
7657854,"Medium Income",Adult
16116581,"Medium Income",Senior
27395,"Low Income",Adult
6409841,"High Income",Senior
2578466,"High Income",Senior
6749464,"Medium Income",Senior
15613869,"Medium Income",Adult
1781671,"Medium Income",Adult
5725630,"Medium Income",Adult
4844360,"Medium Income",Senior
1420687,"Low Income",Senior
10316210,"Medium Income",Adult
15563858,"Low Income",Senior
5230446,"High Income",Senior
9287835,"Medium Income",Senior
16366391,"Low Income",Senior
881710,"Medium Income",Adult
10165794,"Medium Income",Senior
15868063,"Low Income",Adult
10107664,"Low Income",Senior
6744538,"Low Income",Senior
11110299,"Medium Income",Senior
13891437,"High Income",Senior
13105578,"High Income",Senior
602546,"Medium Income",Senior
1006502,"High Income",Senior
5170981,"Low Income",Senior
13298321,"Medium Income",Senior
13020534,"Low Income",Adult
13801494,"High Income",Adult
1959454,"High Income",Adult
4707933,"High Income",Adult
3203170,"Medium Income",Senior
11990259,"Low Income",Adult
8179777,"Medium Income",Senior
16376384,"High Income",Senior
15713494,"Medium Income",Adult
11501417,"High Income",Senior
8391344,"Medium Income",Senior
3215895,"Low Income",Senior
9423656,"High Income",Adult
10656365,"High Income",Senior
1230737,"Medium Income",Senior
453335,"Low Income",Senior
14884228,"Low Income",Adult
12210312,"Low Income",Senior
14376375,"Low Income",Senior
13731612,"High Income",Senior
12961335,"Low Income",Adult
6131303,"Medium Income",Adult
10330887,"Medium Income",Senior
6706753,"Medium Income",Adult
2664608,"Medium Income",Adult
2971918,"Low Income",Adult
12412196,"Low Income",Adult
10134616,"Medium Income",Adult
1368185,"High Income",Senior
10763764,"Low Income",Adult
15201713,"Medium Income",Adult
4293845,"Medium Income",Senior
8525677,"Medium Income",Adult
4276600,"Low Income",Adult
1937598,"Low Income",Adult
16043140,"High Income",Adult
13393966,"High Income",Senior
5117707,"High Income",Senior
16090832,"Low Income",Adult
16003687,"Low Income",Senior
16188967,"Medium Income",Senior
14632021,"Medium Income",Adult
12263710,"Low Income",Adult
15801229,"Low Income",Senior
14427061,"High Income",Adult
6790291,"Low Income",Senior
13650138,"Medium Income",Senior
13924966,"High Income",Senior
7162366,"Medium Income",Senior
3534362,"Medium Income",Senior
1710357,"High Income",Adult
4961542,"Medium Income",Adult
16766009,"Low Income",Adult
11230471,"Medium Income",Senior
4999175,"Low Income",Senior
2989723,"High Income",Adult
5252559,"High Income",Adult
8040448,"High Income",Adult
5777902,"Low Income",Adult
13568172,"Medium Income",Adult
16050904,"High Income",Adult
8913437,"Medium Income",Senior
3074922,"Medium Income",Adult
651976,"High Income",Adult
11456904,"Low Income",Adult
971363,"Low Income",Senior
6762978,"High Income",Senior
12658312,"Low Income",Senior
3365376,"Medium Income",Senior
835526,"Low Income",Adult
8451849,"Medium Income",Adult
10181854,"High Income",Senior
2805405,"Medium Income",Senior
503739,"High Income",Senior
15707615,"High Income",Senior
7491060,"Low Income",Adult
3018685,"Low Income",Adult
6284620,"Medium Income",Senior
4139777,"High Income",Adult
6712067,"High Income",Senior
9689369,"Medium Income",Senior
13746046,"High Income",Senior
13994593,"Low Income",Senior
5261452,"Low Income",Senior
6035182,"Medium Income",Adult
1411304,"Low Income",Adult
9775441,"Medium Income",Adult
12355096,"High Income",Adult
1641308,"High Income",Adult
3000869,"Low Income",Adult
2804357,"High Income",Senior
8831373,"Low Income",Senior
11793586,"High Income",Senior
1552922,"High Income",Adult
2727909,"High Income",Adult
9692554,"High Income",Senior
13068288,"Medium Income",Senior
13683685,"Low Income",Senior
838992,"High Income",Adult
5559519,"Medium Income",Adult
2003155,"High Income",Senior
1016949,"Low Income",Adult
12574972,"Medium Income",Adult
5092860,"High Income",Senior
706729,"Low Income",Adult
3941939,"High Income",Adult
13528695,"Medium Income",Adult
8459408,"Low Income",Senior
13245078,"Medium Income",Senior
4881629,"High Income",Adult
14338355,"High Income",Senior
8698418,"Low Income",Senior
1987671,"Medium Income",Senior
238085,"Medium Income",Senior
16422912,"High Income",Adult
2335537,"Low Income",Adult
6093992,"High Income",Senior
3646584,"Medium Income",Adult
248553,"Low Income",Senior
9097699,"Low Income",Senior
2186989,"Low Income",Senior
11056609,"High Income",Adult
7912849,"High Income",Senior
1418234,"Low Income",Adult
6529153,"Medium Income",Senior
9381200,"High Income",Senior
10318863,"High Income",Senior
1470303,"Medium Income",Senior
9371010,"Low Income",Senior
11567955,"High Income",Senior
5706321,"High Income",Adult
7275855,"Low Income",Adult
16451756,"Medium Income",Adult
3001998,"High Income",Adult
10065687,"Low Income",Senior
493094,"Medium Income",Adult
11134505,"High Income",Senior
15011728,"Low Income",Senior
8837022,"Medium Income",Senior
3769065,"Low Income",Senior
10148864,"High Income",Senior
7702196,"High Income",Adult
2334912,"Medium Income",Senior
13169203,"Low Income",Adult
15665092,"Low Income",Adult
8333122,"Medium Income",Adult
16321222,"Medium Income",Senior
3791974,"High Income",Senior
5036864,"High Income",Adult
6539050,"Low Income",Senior
7495815,"Low Income",Adult
10625047,"Low Income",Adult
2216217,"Medium Income",Senior
10083319,"Medium Income",Senior
14116235,"High Income",Senior
13547441,"Low Income",Adult
10599842,"Medium Income",Senior
3716816,"High Income",Senior
3950651,"High Income",Senior
6682017,"High Income",Senior
12983737,"High Income",Senior
8124973,"Low Income",Senior
16679422,"High Income",Senior
7266710,"Medium Income",Senior
16694519,"High Income",Senior
213951,"Medium Income",Senior
